Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 6,Open,,,STATE,1094.157,1114.913,20.756,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 3,Hiding,,,STATE,1094.180,1101.695,7.515,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 3,Hiding,,,STATE,1094.443,1137.689,43.246,,
WES_trial1_04_20220812_NR,2023-08-15 10:48:35,,/Users/queen_nishika/Downloads/WES_trial1_04_20220812.mov,2159.581,30.0,Pool 3,Open,,,STATE,1094.443,1118.696,24.253,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 3,Open,,,STATE,1094.632,1173.407,78.775,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 1,Hiding,,,STATE,1094.667,1114.679,20.012,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 4,Hiding,,,STATE,1094.674,1100.682,6.008,,
BR_trial1_02_20220808,2024-02-13 14:30:42,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial1_02_20220808.mov,2093.970,30.0,Pool 1,Hiding,,,STATE,1095.191,1104.199,9.008,,
WES_trial1_03_20220812_NR,2023-08-08 10:29:42,,/Users/queen_nishika/Downloads/WES_trial1_03_20220812.mov,1948.900,30.0,Pool 3,Open,,,STATE,1096.000,1105.448,9.448,,
WES_trial2_01_20220808,2023-08-25 10:49:51,,/Users/queen_nishika/Downloads/WES_trial2_01_20220808.mov,2230.370,30.0,Pool 4,Open,,,STATE,1096.138,1124.658,28.520,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 5,Hiding,,,STATE,1096.687,1245.425,148.738,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 2,Open,,,STATE,1097.410,1112.712,15.302,,
WES_trial1_03_20220808_NR,2023-08-11 16:00:11,,/Users/queen_nishika/Downloads/WES_trial1_03_20220808.mov,2039.530,30.0,Pool 6,Open,,,STATE,1097.667,1115.666,17.999,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 5,Hiding,,,STATE,1097.684,1103.716,6.032,,
WES_trial2_04_20220812_NR,2023-08-10 11:36:23,,/Users/queen_nishika/Downloads/WES_trial2_04_20220812.mov,2040.856,30.0,Pool 1,Hiding,,,STATE,1097.687,1904.687,807.000,,
BR1_trial2_02_20220810,2023-08-31 15:43:26,,/Users/queen_nishika/Downloads/BR1_trial2_02_20220810.mov,2302.170,30.0,Pool 2,Open,,,STATE,1097.700,1104.431,6.731,,
BR_trial1_01_20220808,2024-02-13 13:51:17,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial1_01_20220808.mov,2188.230,30.0,Pool 2,Open,,,STATE,1097.954,1143.219,45.265,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 6,Hiding,,,STATE,1098.451,1180.957,82.506,,
BR1_trial1_01_20220810,2023-08-23 10:38:18,,/Users/queen_nishika/Downloads/BR1_trial1_01_20220810.mov,2254.700,30.0,Pool 5,Hiding,,,STATE,1098.693,1154.165,55.472,,
WES_trial1_01_20220812,2023-08-23 14:53:05,,/Users/queen_nishika/Downloads/Wes_trial1_01_20220812.mov,2272.830,30.0,Pool 1,Open,,,STATE,1098.921,1122.444,23.523,,
BR_trial2_02_20220809,2023-09-11 10:08:20,,/Users/queen_nishika/Downloads/BR_trial2_02_20220809.mov,2459.630,30.0,Pool 5,Hiding,,,STATE,1099.194,1109.191,9.997,,
BR_trial2_02_20220808,2024-02-20 13:56:04,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial2_02_20220808.mov,2459.630,30.0,Pool 5,Hiding,,,STATE,1099.753,1110.234,10.481,,
BR_trial3_01_20220808,2024-02-20 14:21:35,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_01_20220808.mov,2176.430,30.0,Pool 6,Hiding,,,STATE,1100.270,1110.998,10.728,,
BR1_trial3_02_20220810,2023-09-05 11:52:35,,/Users/queen_nishika/Downloads/BR1_trial3_02_20220810.mov,2300.100,30.0,Pool 4,Hiding,,,STATE,1101.195,1146.682,45.487,,
BR_trial3_02_20220808,2024-02-27 13:51:18,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_02_20220808.mov,2207.900,30.0,Pool 4,Hiding,,,STATE,1101.487,1121.303,19.816,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 4,Open,,,STATE,1101.668,1122.690,21.022,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 3,Open,,,STATE,1101.695,1107.766,6.071,,
WES_trial1_05_20220812,2023-08-18 13:15:40,,/Users/queen_nishika/Downloads/WES_trial1_05_20220812.mov,2197.000,30.0,Pool 4,Hiding,,,STATE,1102.196,1106.189,3.993,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 1,Hiding,,,STATE,1102.658,1104.646,1.988,,
WES_trial1_04_20220812_NR,2023-08-15 10:48:35,,/Users/queen_nishika/Downloads/WES_trial1_04_20220812.mov,2159.581,30.0,Pool 4,Open,,,STATE,1102.709,1141.714,39.005,,
BR1_trial3_01_20220810,2023-08-24 15:23:48,,/Users/queen_nishika/Downloads/BR1_trial3_01_20220810.mov,2234.630,30.0,Pool 3,Open,,,STATE,1103.688,1124.699,21.011,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 5,Open,,,STATE,1103.716,1119.696,15.980,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 1,Open,,,STATE,1104.136,1137.908,33.772,,
BR_trial1_02_20220808,2024-02-13 14:30:42,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial1_02_20220808.mov,2093.970,30.0,Pool 1,Open,,,STATE,1104.199,1125.210,21.011,,
BR1_trial2_02_20220810,2023-08-31 15:43:26,,/Users/queen_nishika/Downloads/BR1_trial2_02_20220810.mov,2302.170,30.0,Pool 2,Hiding,,,STATE,1104.431,1116.187,11.756,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 1,Open,,,STATE,1105.397,1107.666,2.269,,
WES_trial1_03_20220812_NR,2023-08-08 10:29:42,,/Users/queen_nishika/Downloads/WES_trial1_03_20220812.mov,1948.900,30.0,Pool 3,Hiding,,,STATE,1105.935,1192.941,87.006,,
WES_trial1_05_20220812,2023-08-18 13:15:40,,/Users/queen_nishika/Downloads/WES_trial1_05_20220812.mov,2197.000,30.0,Pool 4,Open,,,STATE,1106.189,1113.692,7.503,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 5,Open,,,STATE,1106.653,1139.654,33.001,,
WES_trial2_02_20220812_NR,2023-08-10 09:48:14,,/Users/queen_nishika/Downloads/WES_trial2_02_20220812.mov,2054.300,30.0,Pool 6,Open,,,STATE,1106.680,1142.700,36.020,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 4,Hiding,,,STATE,1106.710,1137.694,30.984,,
WES_trial1_01_20220808,2023-08-28 13:53:47,,/Users/queen_nishika/Downloads/WES_trial1_01_20220808.mov,2206.370,30.0,Pool 6,Open,,,STATE,1106.889,1114.393,7.504,,
WES_trial1_03_20220808_NR,2023-08-11 16:00:11,,/Users/queen_nishika/Downloads/WES_trial1_03_20220808.mov,2039.530,30.0,Pool 3,Open,,,STATE,1107.681,1136.442,28.761,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 3,Hiding,,,STATE,1107.766,1118.660,10.894,,
WES_trial1_01_20220808,2023-08-28 13:53:47,,/Users/queen_nishika/Downloads/WES_trial1_01_20220808.mov,2206.370,30.0,Pool 3,Hiding,,,STATE,1107.880,1120.694,12.814,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 3,Hiding,,,STATE,1108.470,1132.749,24.279,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 1,Hiding,,,STATE,1108.639,1314.167,205.528,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 6,Open,,,STATE,1109.174,1139.169,29.995,,
BR_trial2_02_20220809,2023-09-11 10:08:20,,/Users/queen_nishika/Downloads/BR_trial2_02_20220809.mov,2459.630,30.0,Pool 5,Open,,,STATE,1109.191,1122.708,13.517,,
WES_trial1_05_20220812,2023-08-18 13:15:40,,/Users/queen_nishika/Downloads/WES_trial1_05_20220812.mov,2197.000,30.0,Pool 6,Open,,,STATE,1109.672,1240.444,130.772,,
BR_trial2_02_20220808,2024-02-20 13:56:04,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial2_02_20220808.mov,2459.630,30.0,Pool 5,Open,,,STATE,1110.234,1123.466,13.232,,
WES_trial2_05_20220812,2023-09-23 10:41:23,,/Users/queen_nishika/Downloads/WES_trial2_05_20220812.mov,2565.000,30.0,Pool 5,Hiding,,,STATE,1110.700,1167.674,56.974,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 2,Open,,,STATE,1110.702,1127.692,16.990,,
BR_trial3_01_20220808,2024-02-20 14:21:35,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_01_20220808.mov,2176.430,30.0,Pool 6,Open,,,STATE,1110.998,1115.786,4.788,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 4,Open,,,STATE,1111.664,1118.220,6.556,,
BR2_trial2_01_20220810_NR,2023-08-14 14:12:43,,/Users/queen_nishika/Downloads/BR2_trial2_01_20220810.mov,2099.930,30.0,Pool 4,Hiding,,,STATE,1112.182,1267.707,155.525,,
BR2_trial1_02_20220810,2023-09-20 10:35:46,,/Users/queen_nishika/Downloads/BR2_trial1_02_20220810.mov,2497.600,30.0,Pool 2,Hiding,,,STATE,1113.407,1134.914,21.507,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 2,Hiding,,,STATE,1113.688,1164.888,51.200,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 4,Open,,,STATE,1113.919,1116.934,3.015,,
BR2_trial2_01_20220810_NR,2023-08-14 14:12:43,,/Users/queen_nishika/Downloads/BR2_trial2_01_20220810.mov,2099.930,30.0,Pool 6,Open,,,STATE,1114.374,1130.654,16.280,,
WES_trial1_01_20220808,2023-08-28 13:53:47,,/Users/queen_nishika/Downloads/WES_trial1_01_20220808.mov,2206.370,30.0,Pool 6,Hiding,,,STATE,1114.393,1141.674,27.281,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 1,Open,,,STATE,1114.679,1169.925,55.246,,
WES_trial1_05_20220812,2023-08-18 13:15:40,,/Users/queen_nishika/Downloads/WES_trial1_05_20220812.mov,2197.000,30.0,Pool 4,Hiding,,,STATE,1114.684,1142.191,27.507,,
WES_trial2_01_20220812_NR,2023-08-09 11:08:37,,/Users/queen_nishika/Downloads/WES_trial2_01_20220812.mov,2021.630,30.0,Pool 6,Open,,,STATE,1114.686,1166.668,51.982,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 6,Hiding,,,STATE,1114.913,1188.656,73.743,,
WES_trial1_03_20220808_NR,2023-08-11 16:00:11,,/Users/queen_nishika/Downloads/WES_trial1_03_20220808.mov,2039.530,30.0,Pool 6,Hiding,,,STATE,1115.666,1198.909,83.243,,
BR1_trial2_01_20220810_NR,2023-08-11 11:17:57,,/Users/queen_nishika/Downloads/BR1_trial2_01_20220810.mov,2083.750,30.0,Pool 6,Open,,,STATE,1115.694,1143.191,27.497,,
BR_trial3_01_20220808,2024-02-20 14:21:35,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_01_20220808.mov,2176.430,30.0,Pool 6,Hiding,,,STATE,1115.786,1125.954,10.168,,
BR1_trial2_02_20220810,2023-08-31 15:43:26,,/Users/queen_nishika/Downloads/BR1_trial2_02_20220810.mov,2302.170,30.0,Pool 2,Open,,,STATE,1116.187,1138.195,22.008,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 4,Hiding,,,STATE,1116.934,1326.450,209.516,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 3,Open,,,STATE,1118.660,1121.650,2.990,,
WES_trial1_04_20220812_NR,2023-08-15 10:48:35,,/Users/queen_nishika/Downloads/WES_trial1_04_20220812.mov,2159.581,30.0,Pool 3,Hiding,,,STATE,1118.696,2159.581,1040.885,,
WES_trial3_01_20220809_NR,2023-08-16 11:38:08,,/Users/queen_nishika/Downloads/WES_trial3_01_20220809.mov,2134.700,30.0,Pool 4,Hiding,,,STATE,1119.151,1150.160,31.009,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 5,Hiding,,,STATE,1119.696,1127.699,8.003,,
WES_trial1_01_20220812,2023-08-23 14:53:05,,/Users/queen_nishika/Downloads/Wes_trial1_01_20220812.mov,2272.830,30.0,Pool 3,Open,,,STATE,1119.702,1134.705,15.003,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 2,Open,,,STATE,1119.709,1134.197,14.488,,
BR2_trial3_01_20220810,2023-08-31 09:10:45,,/Users/queen_nishika/Downloads/BR2_trial3_01_20220810.mov,2222.588,30.0,Pool 3,Hiding,,,STATE,1120.150,1153.655,33.505,,
BR2_trial2_01_20220810_NR,2023-08-14 14:12:43,,/Users/queen_nishika/Downloads/BR2_trial2_01_20220810.mov,2099.930,30.0,Pool 5,Open,,,STATE,1120.653,1149.671,29.018,,
WES_trial1_01_20220808,2023-08-28 13:53:47,,/Users/queen_nishika/Downloads/WES_trial1_01_20220808.mov,2206.370,30.0,Pool 3,Open,,,STATE,1120.694,1125.403,4.709,,
BR_trial3_02_20220808,2024-02-27 13:51:18,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_02_20220808.mov,2207.900,30.0,Pool 4,Open,,,STATE,1121.303,1139.213,17.910,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 3,Hiding,,,STATE,1121.650,1210.637,88.987,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 3,Hiding,,,STATE,1121.704,1144.186,22.482,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 5,Open,,,STATE,1122.382,1153.160,30.778,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 4,Hiding,,,STATE,1122.690,1160.688,37.998,,
BR_trial2_02_20220809,2023-09-11 10:08:20,,/Users/queen_nishika/Downloads/BR_trial2_02_20220809.mov,2459.630,30.0,Pool 5,Hiding,,,STATE,1122.708,1154.185,31.477,,
WES_trial2_05_20220812,2023-09-23 10:41:23,,/Users/queen_nishika/Downloads/WES_trial2_05_20220812.mov,2565.000,30.0,Pool 4,Hiding,,,STATE,1122.935,1193.182,70.247,,
BR1_trial1_02_20220810,2023-09-08 14:33:11,,/Users/queen_nishika/Downloads/BR1_trial1_02_20220810.mov,2366.000,30.0,Pool 1,Open,,,STATE,1123.431,1126.933,3.502,,
WES_trial1_01_20220812,2023-08-23 14:53:05,,/Users/queen_nishika/Downloads/Wes_trial1_01_20220812.mov,2272.830,30.0,Pool 1,Hiding,,,STATE,1123.439,1146.692,23.253,,
BR_trial2_02_20220808,2024-02-20 13:56:04,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial2_02_20220808.mov,2459.630,30.0,Pool 5,Hiding,,,STATE,1123.466,1156.225,32.759,,
BR_trial2_01_20220808_NR,2023-08-17 14:35:44,,/Users/queen_nishika/Downloads/BR_trial2_01_20220808.mov,2166.000,30.0,Pool 6,Open,,,STATE,1124.181,1237.184,113.003,,
WES_trial2_01_20220808,2023-08-25 10:49:51,,/Users/queen_nishika/Downloads/WES_trial2_01_20220808.mov,2230.370,30.0,Pool 4,Hiding,,,STATE,1124.658,1146.649,21.991,,
BR1_trial3_01_20220810,2023-08-24 15:23:48,,/Users/queen_nishika/Downloads/BR1_trial3_01_20220810.mov,2234.630,30.0,Pool 3,Hiding,,,STATE,1124.699,1129.667,4.968,,
BR_trial1_02_20220808,2024-02-13 14:30:42,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial1_02_20220808.mov,2093.970,30.0,Pool 1,Hiding,,,STATE,1125.210,1142.193,16.983,,
WES_trial1_01_20220808,2023-08-28 13:53:47,,/Users/queen_nishika/Downloads/WES_trial1_01_20220808.mov,2206.370,30.0,Pool 3,Hiding,,,STATE,1125.403,1152.880,27.477,,
WES_trial1_03_20220808_NR,2023-08-11 16:00:11,,/Users/queen_nishika/Downloads/WES_trial1_03_20220808.mov,2039.530,30.0,Pool 5,Open,,,STATE,1125.666,1141.676,16.010,,
WES_trial2_05_20220812,2023-09-23 10:41:23,,/Users/queen_nishika/Downloads/WES_trial2_05_20220812.mov,2565.000,30.0,Pool 3,Open,,,STATE,1126.662,1160.696,34.034,,
BR2_trial1_02_20220810,2023-09-20 10:35:46,,/Users/queen_nishika/Downloads/BR2_trial1_02_20220810.mov,2497.600,30.0,Pool 6,Open,,,STATE,1126.677,1143.710,17.033,,
BR2_trial1_02_20220810,2023-09-20 10:35:46,,/Users/queen_nishika/Downloads/BR2_trial1_02_20220810.mov,2497.600,30.0,Pool 5,Hiding,,,STATE,1126.680,1177.879,51.199,,
BR1_trial1_02_20220810,2023-09-08 14:33:11,,/Users/queen_nishika/Downloads/BR1_trial1_02_20220810.mov,2366.000,30.0,Pool 1,Hiding,,,STATE,1127.688,1244.929,117.241,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 2,Hiding,,,STATE,1127.692,1146.701,19.009,,
WES_trial3_02_20220809,2023-09-24 18:11:57,,/Users/queen_nishika/Downloads/WES_trial3_02_20220809.mov,2639.270,30.0,Pool 5,Open,,,STATE,1127.699,1151.665,23.966,,
BR_trial3_01_20220808,2024-02-20 14:21:35,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_01_20220808.mov,2176.430,30.0,Pool 6,Open,,,STATE,1127.759,1142.883,15.124,,
WES_trial1_01_20220812,2023-08-23 14:53:05,,/Users/queen_nishika/Downloads/Wes_trial1_01_20220812.mov,2272.830,30.0,Pool 5,Open,,,STATE,1128.681,1186.704,58.023,,
BR1_trial3_01_20220810,2023-08-24 15:23:48,,/Users/queen_nishika/Downloads/BR1_trial3_01_20220810.mov,2234.630,30.0,Pool 3,Open,,,STATE,1129.667,1152.408,22.741,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 5,Open,,,STATE,1130.187,1141.697,11.510,,
BR2_trial2_01_20220810_NR,2023-08-14 14:12:43,,/Users/queen_nishika/Downloads/BR2_trial2_01_20220810.mov,2099.930,30.0,Pool 6,Hiding,,,STATE,1130.654,1248.378,117.724,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 2,Open,,,STATE,1131.440,1159.936,28.496,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 3,Open,,,STATE,1132.749,1150.744,17.995,,
BR_trial1_01_20220808,2024-02-13 13:51:17,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial1_01_20220808.mov,2188.230,30.0,Pool 5,Hiding,,,STATE,1133.751,1172.452,38.701,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 2,Hiding,,,STATE,1134.197,1142.187,7.990,,
WES_trial1_01_20220812,2023-08-23 14:53:05,,/Users/queen_nishika/Downloads/Wes_trial1_01_20220812.mov,2272.830,30.0,Pool 3,Hiding,,,STATE,1134.705,1182.684,47.979,,
BR2_trial1_02_20220810,2023-09-20 10:35:46,,/Users/queen_nishika/Downloads/BR2_trial1_02_20220810.mov,2497.600,30.0,Pool 2,Open,,,STATE,1134.914,1168.918,34.004,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 2,Hiding,,,STATE,1135.668,1178.456,42.788,,
WES_trial1_03_20220808_NR,2023-08-11 16:00:11,,/Users/queen_nishika/Downloads/WES_trial1_03_20220808.mov,2039.530,30.0,Pool 3,Hiding,,,STATE,1136.442,1172.134,35.692,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 3,Hiding,,,STATE,1136.654,2062.655,926.001,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 4,Open,,,STATE,1137.694,1158.691,20.997,,
WES_trial2_02_20220808,2023-09-11 11:46:22,,/Users/queen_nishika/Downloads/WES_trial2_02_20220808.mov,2447.600,30.0,Pool 1,Hiding,,,STATE,1137.908,1149.873,11.965,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 3,Open,,,STATE,1138.690,1155.700,17.010,,
BR1_trial2_02_20220810,2023-08-31 15:43:26,,/Users/queen_nishika/Downloads/BR1_trial2_02_20220810.mov,2302.170,30.0,Pool 2,Hiding,,,STATE,1139.189,1182.699,43.510,,
BR_trial3_02_20220808,2024-02-27 13:51:18,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_02_20220808.mov,2207.900,30.0,Pool 4,Hiding,,,STATE,1139.213,1145.215,6.002,,
WES_trial2_03_20220808,2023-08-29 09:57:04,,/Users/queen_nishika/Downloads/WES_trial2_03_20220808.mov,2198.700,30.0,Pool 5,Hiding,,,STATE,1139.654,1180.138,40.484,,
WES_trial1_02_20220808,2024-02-27 13:58:54,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/WES_trial1_02_20220808.mov,2132.630,30.0,Pool 6,Hiding,,,STATE,1140.687,1204.428,63.741,,
WES_trial2_01_20220812_NR,2023-08-09 11:08:37,,/Users/queen_nishika/Downloads/WES_trial2_01_20220812.mov,2021.630,30.0,Pool 1,Open,,,STATE,1141.195,1317.702,176.507,,
BR2_trial3_02_20220810,2023-09-06 10:04:08,,/Users/queen_nishika/Downloads/BR2_trial3_02_20220810.mov,2310.970,30.0,Pool 4,Open,,,STATE,1141.412,1153.901,12.489,,
WES_trial1_01_20220808,2023-08-28 13:53:47,,/Users/queen_nishika/Downloads/WES_trial1_01_20220808.mov,2206.370,30.0,Pool 6,Open,,,STATE,1141.674,1152.900,11.226,,
BR2_trial1_01_20220810,2023-08-31 11:11:26,,/Users/queen_nishika/Downloads/BR2_trial1_01_20220810.mov,12888.664,30.0,Pool 5,Hiding,,,STATE,1141.697,1150.697,9.000,,
WES_trial1_02_20220812,2023-09-20 16:01:05,,/Users/queen_nishika/Downloads/WES_trial1_02_20220812.mov,2539.230,30.0,Pool 2,Open,,,STATE,1142.187,1186.937,44.750,,
WES_trial1_05_20220812,2023-08-18 13:15:40,,/Users/queen_nishika/Downloads/WES_trial1_05_20220812.mov,2197.000,30.0,Pool 4,Open,,,STATE,1142.191,1161.157,18.966,,
BR_trial1_02_20220808,2024-02-13 14:30:42,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial1_02_20220808.mov,2093.970,30.0,Pool 1,Open,,,STATE,1142.193,1158.199,16.006,,
WES_trial1_03_20220808_NR,2023-08-11 16:00:11,,/Users/queen_nishika/Downloads/WES_trial1_03_20220808.mov,2039.530,30.0,Pool 5,Hiding,,,STATE,1142.644,1205.164,62.520,,
WES_trial1_04_20220812_NR,2023-08-15 10:48:35,,/Users/queen_nishika/Downloads/WES_trial1_04_20220812.mov,2159.581,30.0,Pool 4,Hiding,,,STATE,1142.693,1210.701,68.008,,
BR_trial3_01_20220808,2024-02-20 14:21:35,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial3_01_20220808.mov,2176.430,30.0,Pool 6,Hiding,,,STATE,1142.883,1162.036,19.153,,
BR1_trial2_01_20220810_NR,2023-08-11 11:17:57,,/Users/queen_nishika/Downloads/BR1_trial2_01_20220810.mov,2083.750,30.0,Pool 6,Hiding,,,STATE,1143.191,1856.691,713.500,,
BR_trial1_01_20220808,2024-02-13 13:51:17,,/Volumes/ExFAT_files/Texas - Borris NR/Videos/BR_trial1_01_20220808.mov,2188.230,30.0,Pool 2,Hiding,,,STATE,1143.219,1176.305,33.086,,
